CÓDIGO DA ENTIDADE;NOME DA ENTIDADE;SIGLA DA UF;NOME MUNICÍPIO;DEPENDÊNCIA ADMINISTRATIVA;LOCALIZACAO;NÚMERO DE ALUNOS NO CENSO;PORTE DA ESCOLA;NÚMERO DE PARTICIPANTES NO ENEM POR ESCOLA;TAXA DE PARTICIPAÇÃO;NÚMERO DE PARTICIPANTES COM NECESSIDADES ESPECIAIS;INDICADOR DE PERMANÊNCIA NA ESCOLA;INDICADOR DE NÍVEL SÓCIOECONOMICO;FAIXA - INDICADOR DE FORMAÇÃO DOCENTE;INDICADOR DE FORMAÇÃO DOCENTE;TAXA DE APROVAÇÃO;TAXA DE REPROVAÇÃO;TAXA DE ABANDONO;MÉDIA DOS 30 MELHORES ALUNOS DA ESCOLA;MÉDIA ESCOLA;Percentual alunos NÍVEL 1;Percentual alunos NÍVEL 2;Percentual alunos NÍVEL 3;Percentual alunos NÍVEL 4;Percentual alunos NÍVEL 5
11024968;EEEFM JUSCELINO KUBITSCHEK DE OLIVEIRA;RO;Alta Floresta D'Oeste;Estadual;Urbana;72;De 61 a 90 alunos;49;68.06;2;De 60% a 80%;Médio Alto;Maior que 50%;54.50;89.90;3.70;6.40;571.33;501.22;44.90;32.65;20.41;2.04;0.00
11025638;EEEFM PADRE EZEQUIEL RAMIN;RO;Alta Floresta D'Oeste;Estadual;Urbana;175;Maior que 90 alunos;102;58.29;0;80% ou mais;Médio;Até 50%;47.70;83.60;3.10;13.30;585.33;467.25;56.86;30.39;12.75;0.00;0.00
11006773;EEEFM CORA CORALINA;RO;Ariquemes;Estadual;Urbana;95;Maior que 90 alunos;52;54.74;0;De 60% a 80%;Médio;Maior que 50%;55.70;54.50;32.40;13.10;559.33;485.38;53.85;28.85;15.38;0.00;1.92
11108800;IFRO - CAMPUS ARIQUEMES;RO;Ariquemes;Federal;Rural;151;Maior que 90 alunos;119;78.81;1;80% ou mais;Médio;Maior que 50%;71.30;88.10;8.60;3.30;702.00;549.75;26.05;41.18;20.17;10.08;2.52
11007893;EEEFM RICARDO CANTANHEDE;RO;Ariquemes;Estadual;Urbana;367;Maior que 90 alunos;202;55.04;5;80% ou mais;Médio;Maior que 50%;53.50;78.80;10.70;10.50;631.33;484.16;49.50;36.63;12.38;1.49;0.00
11007656;COLEGIO DINAMICO EDUCACAO BASICA;RO;Ariquemes;Privada;Urbana;48;De 31 a 60 alunos;39;81.25;1;De 60% a 80%;Muito alto;Maior que 50%;65.40;94.80;4.10;1.10;670.00;625.13;12.82;33.33;28.21;12.82;12.82
11007885;EEEFM HEITOR VILLA LOBOS;RO;Ariquemes;Estadual;Urbana;259;Maior que 90 alunos;211;81.47;2;De 60% a 80%;Médio Alto;Maior que 50%;63.30;73.70;18.60;7.70;711.33;534.98;33.65;38.39;21.80;3.79;2.37
11006889;EEEFM ANISIO TEIXEIRA;RO;Ariquemes;Estadual;Urbana;60;De 31 a 60 alunos;30;50.00;0;De 60% a 80%;Médio;Maior que 50%;57.30;72.80;12.00;15.20;462.67;462.67;60.00;36.67;3.33;0.00;0.00
11034440;EEEFM JOSE DE ANCHIETA;RO;Cabixi;Estadual;Urbana;71;De 61 a 90 alunos;40;56.34;0;80% ou mais;Médio;Até 50%;42.20;78.20;10.40;11.40;504.67;462.50;65.00;22.50;12.50;0.00;0.00
11026324;ESCOLA DANIEL BERG;RO;Cacoal;Privada;Urbana;75;De 61 a 90 alunos;67;89.33;1;De 60% a 80%;Alto;Maior que 50%;58.80;93.10;5.40;1.50;691.33;574.63;26.87;34.33;23.88;7.46;7.46
11027290;EEBP ANTONIO SANCHEZ DE LARRAGOITI Y CURDUMI;RO;Cacoal;Privada;Urbana;52;De 31 a 60 alunos;50;96.15;0;80% ou mais;Médio;Até 50%;46.20;95.20;4.80;0.00;632.00;566.40;22.00;34.00;34.00;6.00;4.00
11026197;EEEFM CARLOS DRUMMOND DE ANDRADE;RO;Cacoal;Estadual;Urbana;144;Maior que 90 alunos;91;63.19;0;De 60% a 80%;Médio;Maior que 50%;58.70;78.90;4.20;16.90;563.33;467.25;54.95;39.56;5.49;0.00;0.00
11027355;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO FAMILIA AGRICOLA PE EZEQUIEL RAMIN;RO;Cacoal;Privada;Rural;25;De 1 a 30 alunos;14;56.00;0;80% ou mais;Médio;Até 50%;33.30;100.00;0.00;0.00;;481.43;64.29;14.29;21.43;0.00;0.00
11026278;EEEFM CORA CORALINA;RO;Cacoal;Estadual;Urbana;232;Maior que 90 alunos;198;85.34;3;De 60% a 80%;Médio Alto;Maior que 50%;63.00;82.30;12.70;5.00;714.00;538.08;30.30;34.34;27.27;6.57;1.52
11109815;IFRO - CAMPUS CACOAL;RO;Cacoal;Federal;Urbana;30;De 1 a 30 alunos;29;96.67;0;80% ou mais;Médio;Maior que 50%;69.10;84.20;14.00;1.80;;664.14;6.90;17.24;37.93;20.69;17.24
11027401;EEEFM CELSO FERREIRA DA CUNHA;RO;Cacoal;Estadual;Urbana;27;De 1 a 30 alunos;21;77.78;1;80% ou mais;Médio;Maior que 50%;58.30;76.70;9.30;14.00;;511.43;42.86;38.10;14.29;4.76;0.00
11027347;EEEFM CLODOALDO NUNES DE ALMEIDA;RO;Cacoal;Estadual;Urbana;303;Maior que 90 alunos;158;52.15;7;De 20% a 40%;Médio Baixo;Maior que 50%;55.30;77.90;14.60;7.50;611.33;479.24;48.73;39.24;10.76;1.27;0.00
11025670;CENTRO EDUCACIONAL MEMORINA ROSA CAMPOS;RO;Cacoal;Privada;Urbana;37;De 31 a 60 alunos;34;91.89;0;80% ou mais;Muito alto;Maior que 50%;53.10;88.40;11.60;0.00;609.33;587.06;14.71;44.12;29.41;8.82;2.94
11046740;EEEM JOSINO BRITO;RO;Cacoal;Estadual;Urbana;149;Maior que 90 alunos;116;77.85;1;De 60% a 80%;Médio;Maior que 50%;63.90;76.30;11.70;12.00;633.33;514.34;38.79;43.10;13.79;4.31;0.00
11034998;EEEFM TANCREDO DE ALMEIDA NEVES;RO;Cerejeiras;Estadual;Urbana;139;Maior que 90 alunos;100;71.94;0;80% ou mais;Médio;Maior que 50%;58.70;72.80;21.50;5.70;638.00;519.60;42.00;28.00;27.00;2.00;1.00
11037016;IFRO - CAMPUS COLORADO DO OESTE;RO;Colorado do Oeste;Federal;Rural;132;Maior que 90 alunos;123;93.18;2;80% ou mais;Médio;Maior que 50%;85.80;86.50;13.50;0.00;770.00;608.29;14.63;30.08;36.59;9.76;8.94
11035960;EEEFM PAULO DE ASSIS RIBEIRO;RO;Colorado do Oeste;Estadual;Urbana;106;Maior que 90 alunos;81;76.42;0;De 60% a 80%;Médio Alto;Maior que 50%;59.30;90.10;6.90;3.00;571.33;482.47;44.44;48.15;7.41;0.00;0.00
11036397;EEEFM MARECHAL RONDON;RO;Corumbiara;Estadual;Rural;23;De 1 a 30 alunos;17;73.91;0;De 60% a 80%;Médio Baixo;Até 50%;50.00;80.90;7.40;11.70;;487.06;52.94;29.41;17.65;0.00;0.00
11036486;E E E F M DOUTOR OSWALDO PIANA;RO;Corumbiara;Estadual;Urbana;68;De 61 a 90 alunos;44;64.71;1;80% ou mais;Médio Baixo;Maior que 50%;54.20;78.50;11.00;10.50;499.33;453.18;65.91;22.73;11.36;0.00;0.00
11005823;EEEFM ANGELINA DOS ANJOS;RO;Costa Marques;Estadual;Urbana;81;De 61 a 90 alunos;45;55.56;0;80% ou mais;Médio;Até 50%;44.90;77.50;10.10;12.40;530.00;473.78;55.56;33.33;8.89;0.00;2.22
11038578;ESCOLA MONTEIRO LOBATO;RO;Espigão D'Oeste;Privada;Urbana;27;De 1 a 30 alunos;25;92.59;0;De 60% a 80%;Alto;Até 50%;39.50;98.70;1.30;0.00;;529.60;36.00;24.00;36.00;4.00;0.00
11027754;EEEFM JEAN PIAGET;RO;Espigão D'Oeste;Estadual;Urbana;58;De 31 a 60 alunos;41;70.69;1;De 60% a 80%;Médio;Maior que 50%;55.40;81.10;18.90;0.00;531.33;488.78;46.34;41.46;12.20;0.00;0.00
11028424;EEEFM 7 DE SETEMBRO;RO;Espigão D'Oeste;Estadual;Urbana;264;Maior que 90 alunos;188;71.21;4;80% ou mais;Médio Baixo;Maior que 50%;57.00;70.20;11.90;17.90;630.00;491.95;44.15;40.96;13.30;1.60;0.00
11006633;EEEFM ROCHA LEAL;RO;Guajará-Mirim;Estadual;Urbana;78;De 61 a 90 alunos;48;61.54;1;De 60% a 80%;Médio;Até 50%;31.40;89.20;2.70;8.10;575.53;488.04;54.17;25.00;12.50;4.17;4.17
11006684;IEE PAULO SALDANHA;RO;Guajará-Mirim;Estadual;Urbana;52;De 31 a 60 alunos;48;92.31;0;De 40% a 60%;Médio Alto;Até 50%;40.00;88.10;8.70;3.20;570.67;515.42;37.50;41.67;16.67;4.17;0.00
11006641;EEEFM SIMON BOLIVAR;RO;Guajará-Mirim;Estadual;Urbana;59;De 31 a 60 alunos;51;86.44;0;De 60% a 80%;Médio;Maior que 50%;56.20;74.70;15.00;10.30;584.00;513.73;37.25;43.14;15.69;3.92;0.00
11006595;EPEFM TOUFIA TANOUS BOUCHABKI;RO;Guajará-Mirim;Privada;Urbana;12;De 1 a 30 alunos;12;100.00;0;80% ou mais;Alto;Maior que 50%;52.40;92.70;7.30;0.00;;543.33;33.33;33.33;25.00;8.33;0.00
11006617;EEEFM IRMA MARIA CELESTE;RO;Guajará-Mirim;Estadual;Urbana;50;De 31 a 60 alunos;39;78.00;0;80% ou mais;Médio;Maior que 50%;55.80;67.80;30.00;2.20;532.00;482.56;48.72;33.33;17.95;0.00;0.00
11006706;CENTRO EDUCACIONAL INOVACAO;RO;Guajará-Mirim;Privada;Urbana;11;De 1 a 30 alunos;10;90.91;0;De 60% a 80%;Alto;Até 50%;30.80;100.00;0.00;0.00;;600.00;30.00;0.00;40.00;20.00;10.00
11005939;EEEFM ALKINDAR BRASIL DE AROUCA;RO;Guajará-Mirim;Estadual;Urbana;54;De 31 a 60 alunos;47;87.04;0;De 40% a 60%;Médio;Até 50%;47.00;80.80;19.20;0.00;556.67;499.15;44.68;40.43;14.89;0.00;0.00
11011661;EEEFM PROF DAYSE MARA DE OLIVEIRA MARTINS;RO;Jaru;Estadual;Urbana;39;De 31 a 60 alunos;25;64.10;0;80% ou mais;Médio;Até 50%;49.60;65.30;18.50;16.20;;538.40;32.00;40.00;20.00;8.00;0.00
11012994;EEEFM PLACIDO DE CASTRO;RO;Jaru;Estadual;Urbana;164;Maior que 90 alunos;103;62.80;2;De 60% a 80%;Médio Alto;Até 50%;45.10;79.00;13.60;7.40;609.33;491.65;45.63;35.92;16.50;1.94;0.00
11011491;EEEFM CAPITAO SILVIO DE FARIAS;RO;Jaru;Estadual;Urbana;167;Maior que 90 alunos;119;71.26;2;De 60% a 80%;Médio Alto;Maior que 50%;57.40;85.40;9.00;5.60;620.67;497.98;43.70;40.34;13.45;2.52;0.00
11012684;EEEFM RAIMUNDO CANTANHEDE;RO;Jaru;Estadual;Urbana;37;De 31 a 60 alunos;24;64.86;0;De 40% a 60%;Médio;Maior que 50%;54.70;60.20;19.90;19.90;;480.00;45.83;37.50;16.67;0.00;0.00
11040076;COOPERATIVA DE PROFISSIONAIS EM EDUCACAO;RO;Jaru;Privada;Urbana;14;De 1 a 30 alunos;12;85.71;0;80% ou mais;Alto;Até 50%;43.60;100.00;0.00;0.00;;538.33;33.33;41.67;25.00;0.00;0.00
11015667;EEEFM LAURO BENNO PREDIGER;RO;Ji-Paraná;Estadual;Urbana;23;De 1 a 30 alunos;15;65.22;0;De 60% a 80%;Médio;Até 50%;50.00;80.50;9.70;9.80;;529.33;33.33;53.33;13.33;0.00;0.00
11013141;CENTRO EDUCACIONAL SAO PAULO - CEDUSP;RO;Ji-Paraná;Privada;Urbana;26;De 1 a 30 alunos;19;73.08;0;De 60% a 80%;Muito alto;Maior que 50%;76.90;98.40;1.60;0.00;;600.00;10.53;31.58;47.37;5.26;5.26
11015144;EEEFM RIO URUPA;RO;Ji-Paraná;Estadual;Urbana;29;De 1 a 30 alunos;22;75.86;0;De 40% a 60%;Médio Alto;Até 50%;50.00;61.10;15.30;23.60;;542.73;31.82;36.36;22.73;9.09;0.00
11015608;EEEFM ALUIZIO FERREIRA;RO;Ji-Paraná;Estadual;Urbana;133;Maior que 90 alunos;83;62.41;2;De 60% a 80%;Médio;Maior que 50%;60.90;75.20;10.60;14.20;606.67;494.94;39.76;32.53;27.71;0.00;0.00
11014156;EEEFM JANETE CLAIR;RO;Ji-Paraná;Estadual;Urbana;53;De 31 a 60 alunos;30;56.60;0;80% ou mais;Médio;Maior que 50%;53.10;91.00;2.00;7.00;501.33;501.33;43.33;43.33;13.33;0.00;0.00
11015632;EEEFM JULIO GUERRA;RO;Ji-Paraná;Estadual;Urbana;87;De 61 a 90 alunos;63;72.41;2;De 60% a 80%;Médio Alto;Até 50%;43.00;65.50;21.40;13.10;602.67;508.89;42.86;31.75;20.63;4.76;0.00
11015616;EEEFM CEL JORGE TEIXEIRA DE OLIVEIRA;RO;Ji-Paraná;Estadual;Rural;32;De 31 a 60 alunos;28;87.50;1;80% ou mais;Médio Baixo;Até 50%;47.20;92.90;3.60;3.50;;490.00;50.00;25.00;21.43;3.57;0.00
11013737;COLEGIO ADVENTISTA DE JI-PARANA;RO;Ji-Paraná;Privada;Urbana;28;De 1 a 30 alunos;21;75.00;0;Menos de 20%;Alto;Até 50%;38.50;95.40;4.60;0.00;;578.10;23.81;33.33;23.81;14.29;4.76
11106808;IFRO - CAMPUS JI-PARANA;RO;Ji-Paraná;Federal;Urbana;152;Maior que 90 alunos;131;86.18;0;80% ou mais;Médio Alto;Maior que 50%;81.80;91.80;7.60;0.60;699.33;576.03;16.79;35.88;38.17;7.63;1.53
11015624;EEEFM GONCALVES DIAS;RO;Ji-Paraná;Estadual;Urbana;94;Maior que 90 alunos;80;85.11;0;De 60% a 80%;Médio Alto;Maior que 50%;65.40;87.40;11.70;0.90;660.67;523.50;41.25;27.50;21.25;8.75;1.25
11015683;EEEFM PROF JOSE FRANCISCO DOS SANTOS;RO;Ji-Paraná;Estadual;Urbana;48;De 31 a 60 alunos;33;68.75;0;De 40% a 60%;Médio;Maior que 50%;56.20;67.80;8.70;23.50;508.00;496.36;48.48;39.39;9.09;3.03;0.00
11014431;EEEFM MARCOS BISPO SILVA;RO;Ji-Paraná;Estadual;Urbana;102;Maior que 90 alunos;65;63.73;0;De 60% a 80%;Médio;Maior que 50%;58.80;70.40;13.50;16.10;582.00;497.85;46.15;38.46;10.77;4.62;0.00
11015500;EEEFM TUPA;RO;Ji-Paraná;Estadual;Rural;19;De 1 a 30 alunos;14;73.68;0;De 60% a 80%;Médio;Maior que 50%;54.50;89.70;3.40;6.90;;494.29;50.00;28.57;14.29;7.14;0.00
11047208;E E E M JOVEM GONCALVES VILELA;RO;Ji-Paraná;Estadual;Urbana;230;Maior que 90 alunos;206;89.57;0;De 60% a 80%;Médio Alto;Maior que 50%;52.70;82.40;12.90;4.70;774.00;561.84;21.84;42.72;22.82;7.77;4.85
11008008;EEEFM ALBERTO NEPOMUCENO;RO;Machadinho D'Oeste;Estadual;Urbana;39;De 31 a 60 alunos;29;74.36;0;Menos de 20%;Médio Alto;Até 50%;36.00;88.90;10.50;0.60;;500.69;41.38;37.93;17.24;3.45;0.00
11049022;COLEGIO DRUMMOND;RO;Machadinho D'Oeste;Privada;Urbana;11;De 1 a 30 alunos;10;90.91;0;De 60% a 80%;Sem informação;Até 50%;29.70;100.00;0.00;0.00;;588.00;20.00;20.00;40.00;20.00;0.00
11009080;EEEFM JOAQUIM PEREIRA DA ROCHA;RO;Machadinho D'Oeste;Estadual;Urbana;102;Maior que 90 alunos;61;59.80;0;De 60% a 80%;Médio Baixo;Até 50%;48.90;70.20;17.60;12.20;609.33;518.36;42.62;32.79;16.39;6.56;1.64
11022221;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;RO;Nova Brasilândia D'Oeste;Estadual;Urbana;176;Maior que 90 alunos;117;66.48;1;80% ou mais;Médio Baixo;Maior que 50%;63.00;62.60;16.30;21.10;600.00;486.67;54.70;31.62;12.82;0.85;0.00
11016248;COLEGIO UNEOURO;RO;Ouro Preto do Oeste;Privada;Urbana;12;De 1 a 30 alunos;11;91.67;0;80% ou mais;Muito alto;Até 50%;46.20;100.00;0.00;0.00;;460.00;45.45;54.55;0.00;0.00;0.00
11016507;EEEFM AURELIO BUARQUE DE HOLANDA FERREIRA;RO;Ouro Preto do Oeste;Estadual;Urbana;22;De 1 a 30 alunos;17;77.27;0;De 60% a 80%;Médio;Até 50%;44.40;81.50;18.50;0.00;;505.88;41.18;41.18;17.65;0.00;0.00
11017775;EEEFM 28 DE NOVEMBRO;RO;Ouro Preto do Oeste;Estadual;Urbana;97;Maior que 90 alunos;67;69.07;1;De 60% a 80%;Médio;Maior que 50%;70.00;56.00;26.60;17.40;594.67;527.16;26.87;56.72;13.43;1.49;1.49
11017791;EEEFM JOAQUIM DE LIMA AVELINO;RO;Ouro Preto do Oeste;Estadual;Urbana;76;De 61 a 90 alunos;58;76.32;2;De 60% a 80%;Médio Alto;Maior que 50%;72.00;78.00;16.00;6.00;591.33;505.86;41.38;41.38;12.07;3.45;1.72
11017201;EEEFM MONTEIRO LOBATO;RO;Ouro Preto do Oeste;Estadual;Urbana;25;De 1 a 30 alunos;21;84.00;0;De 40% a 60%;Médio;Maior que 50%;56.40;84.30;12.40;3.30;;508.57;47.62;28.57;19.05;4.76;0.00
11048956;ESCOLA ESTADUAL DE EDUCACAO BASICA E PROFISSIONAL ABAITARA;RO;Pimenta Bueno;Estadual;Rural;57;De 31 a 60 alunos;46;80.70;0;Menos de 20%;Sem informação;Maior que 50%;63.90;90.80;9.20;0.00;548.00;488.70;43.48;43.48;13.04;0.00;0.00
11033070;EEEFM RAIMUNDO EUCLIDES BARBOSA;RO;Pimenta Bueno;Estadual;Urbana;135;Maior que 90 alunos;87;64.44;0;80% ou mais;Médio;Maior que 50%;59.20;78.00;11.50;10.50;588.67;495.40;44.83;39.08;14.94;1.15;0.00
11032260;EEEFM MARECHAL CORDEIRO DE FARIAS;RO;Pimenta Bueno;Estadual;Urbana;189;Maior que 90 alunos;123;65.08;8;De 60% a 80%;Médio;Maior que 50%;59.90;82.00;5.20;12.80;599.33;463.09;56.10;33.33;8.13;2.44;0.00
11031433;CENTRO EDUCACIONAL PROFESSOR PAULO FREIRE;RO;Pimenta Bueno;Privada;Urbana;32;De 31 a 60 alunos;30;93.75;4;80% ou mais;Muito alto;Maior que 50%;53.80;100.00;0.00;0.00;649.33;649.33;13.33;26.67;20.00;26.67;13.33
11038063;EEEFM ULISSES GUIMARAES;RO;Porto Velho;Estadual;Urbana;68;De 61 a 90 alunos;37;54.41;0;80% ou mais;Médio;Maior que 50%;53.10;67.10;4.00;28.90;525.33;487.03;43.24;43.24;13.51;0.00;0.00
11048638;ESCOLA ANISIO TEIXEIRA;RO;Porto Velho;Estadual;Urbana;36;De 31 a 60 alunos;33;91.67;0;De 40% a 60%;Sem informação;Maior que 50%;69.20;86.70;8.90;4.40;564.00;542.42;27.27;36.36;27.27;9.09;0.00
11040629;EEEFM JAYME PEIXOTO DE ALENCAR;RO;Porto Velho;Estadual;Rural;57;De 31 a 60 alunos;39;68.42;0;De 60% a 80%;Médio;Maior que 50%;54.30;84.10;9.50;6.40;500.67;446.67;58.97;30.77;10.26;0.00;0.00
11000058;CENTRO DE ENSINO CLASSE A;RO;Porto Velho;Privada;Urbana;137;Maior que 90 alunos;130;94.89;0;De 60% a 80%;Muito alto;Maior que 50%;67.50;96.10;3.90;0.00;892.00;732.00;1.54;12.31;27.69;23.08;35.38
11002018;EEEFM PROF FLORA CALHEIROS COTRIN;RO;Porto Velho;Estadual;Urbana;87;De 61 a 90 alunos;57;65.52;0;80% ou mais;Médio;Maior que 50%;58.00;62.90;14.70;22.40;570.00;486.32;49.12;35.09;14.04;1.75;0.00
11000856;EEEFM PROFESSOR DANIEL NERI DA SILVA;RO;Porto Velho;Estadual;Urbana;72;De 61 a 90 alunos;57;79.17;0;De 60% a 80%;Médio Alto;Maior que 50%;68.30;78.70;18.80;2.50;576.67;502.46;45.61;38.60;14.04;1.75;0.00
11003065;IEE CARMELA DUTRA;RO;Porto Velho;Estadual;Urbana;289;Maior que 90 alunos;243;84.08;3;De 40% a 60%;Médio Alto;Maior que 50%;50.60;86.40;4.40;9.20;730.00;552.67;26.34;40.74;24.69;6.58;1.65
11000171;CENTRO EDUCACIONAL MOJUCA;RO;Porto Velho;Privada;Urbana;20;De 1 a 30 alunos;17;85.00;1;De 60% a 80%;Alto;Maior que 50%;58.30;94.60;5.40;0.00;;507.82;41.18;41.18;17.65;0.00;0.00
11000678;EEEFM BRASILIA;RO;Porto Velho;Estadual;Urbana;33;De 31 a 60 alunos;24;72.73;0;De 60% a 80%;Médio Alto;Até 50%;48.30;81.60;11.40;7.00;;535.83;29.17;41.67;25.00;4.17;0.00
11043857;COLEGIO CLASSE A;RO;Porto Velho;Privada;Urbana;42;De 31 a 60 alunos;42;100.00;0;80% ou mais;Muito alto;Maior que 50%;75.00;90.70;9.30;0.00;784.00;730.00;0.00;9.52;35.71;14.29;40.48
11040688;EPEFM TERRA NOVA;RO;Porto Velho;Privada;Urbana;41;De 31 a 60 alunos;39;95.12;0;De 40% a 60%;Muito alto;Maior que 50%;74.40;83.30;15.70;1.00;632.00;589.74;23.08;28.21;30.77;12.82;5.13
11003413;EEEFM GENERAL OSORIO;RO;Porto Velho;Estadual;Rural;39;De 31 a 60 alunos;20;51.28;0;80% ou mais;Médio Baixo;Até 50%;40.00;80.90;6.90;12.20;;439.00;55.00;40.00;5.00;0.00;0.00
11000317;EEEFM JOSE OTINO DE FREITAS;RO;Porto Velho;Estadual;Urbana;44;De 31 a 60 alunos;38;86.36;0;De 60% a 80%;Médio Alto;Maior que 50%;73.90;73.90;22.20;3.90;587.33;543.68;23.68;42.11;26.32;2.63;5.26
11001283;EEEFM JOHN KENNEDY;RO;Porto Velho;Estadual;Urbana;28;De 1 a 30 alunos;25;89.29;0;De 40% a 60%;Médio Alto;Maior que 50%;75.50;59.90;39.00;1.10;;552.00;20.00;48.00;20.00;4.00;8.00
11000260;COLEGIO TIRADENTES DA POLICIA MILITAR DO ESTADO DE RONDONIA EEEFM TIRADENTES;RO;Porto Velho;Estadual;Urbana;97;Maior que 90 alunos;96;98.97;0;80% ou mais;Alto;Maior que 50%;53.60;89.20;10.80;0.00;708.00;580.83;13.54;41.67;28.13;13.54;3.13
11002255;E E E F M SAO LUIZ;RO;Porto Velho;Estadual;Urbana;23;De 1 a 30 alunos;20;86.96;4;De 60% a 80%;Médio;Até 50%;46.20;49.40;49.00;1.60;;515.00;20.00;70.00;10.00;0.00;0.00
11001119;EEEFM GOV ARAUJO LIMA;RO;Porto Velho;Estadual;Urbana;27;De 1 a 30 alunos;24;88.89;0;De 40% a 60%;Médio Alto;Maior que 50%;61.70;73.70;22.80;3.50;;516.67;37.50;33.33;25.00;0.00;4.17
11000252;CENTRO EDUCACIONAL OBJETIVO - UNIDADE JARDIM AMERICA;RO;Porto Velho;Privada;Urbana;26;De 1 a 30 alunos;23;88.46;0;De 40% a 60%;Muito alto;Maior que 50%;72.70;84.50;13.10;2.40;;583.48;4.35;52.17;30.43;8.70;4.35
11003090;INSTITUTO MARIA AUXILIADORA;RO;Porto Velho;Privada;Urbana;23;De 1 a 30 alunos;22;95.65;0;De 60% a 80%;Alto;Maior que 50%;60.50;91.60;8.40;0.00;;592.73;18.18;22.73;40.91;9.09;9.09
11000937;EEEFM DR OSVALDO PIANA;RO;Porto Velho;Estadual;Urbana;30;De 1 a 30 alunos;18;60.00;0;80% ou mais;Médio;Maior que 50%;66.70;79.30;5.30;15.40;;511.11;50.00;27.78;5.56;16.67;0.00
11000597;EEEFM BELA VISTA;RO;Porto Velho;Estadual;Urbana;24;De 1 a 30 alunos;21;87.50;0;De 60% a 80%;Médio Alto;Maior que 50%;63.30;64.90;35.10;0.00;;530.48;28.57;57.14;14.29;0.00;0.00
11040793;EEEB PROF JOAO BENTO DA COSTA;RO;Porto Velho;Estadual;Urbana;662;Maior que 90 alunos;618;93.35;0;De 40% a 60%;Médio;Maior que 50%;60.00;70.50;18.10;11.40;904.67;624.76;13.92;29.29;26.38;19.42;11.00
11001135;EEEFM GOV PETRONIO BARCELOS;RO;Porto Velho;Estadual;Urbana;31;De 31 a 60 alunos;30;96.77;2;De 60% a 80%;Médio Alto;Maior que 50%;61.50;72.30;27.70;0.00;496.00;496.00;53.33;33.33;10.00;0.00;3.33
11002514;EEEFM PROF ORLANDO FREIRE;RO;Porto Velho;Estadual;Urbana;81;De 61 a 90 alunos;54;66.67;0;De 60% a 80%;Médio Alto;Maior que 50%;62.60;66.10;17.50;16.40;598.00;530.37;40.74;33.33;16.67;7.41;1.85
11037474;CENTRO DE ENSINO MINEIRO;RO;Porto Velho;Privada;Urbana;28;De 1 a 30 alunos;24;85.71;0;De 60% a 80%;Muito alto;Maior que 50%;64.30;95.40;4.60;0.00;;528.33;20.83;45.83;29.17;4.17;0.00
11000384;EEEFM 4 DE JANEIRO;RO;Porto Velho;Estadual;Urbana;75;De 61 a 90 alunos;59;78.67;1;De 60% a 80%;Médio Alto;Maior que 50%;62.90;54.90;44.80;0.30;586.67;518.64;28.81;50.85;18.64;1.69;0.00
11049430;COLEGIO TIRADENTES DA POLICIA MILITAR II UNIDADE JACI PARANA CTPMII;RO;Porto Velho;Estadual;Urbana;48;De 31 a 60 alunos;33;68.75;0;Menos de 20%;Sem informação;Maior que 50%;65.90;75.40;13.20;11.40;550.67;527.27;30.30;45.45;18.18;3.03;3.03
11109807;IFRO - CAMPUS PORTO VELHO CALAMA;RO;Porto Velho;Federal;Urbana;190;Maior que 90 alunos;144;75.79;0;80% ou mais;Médio Alto;Maior que 50%;70.50;85.40;11.20;3.40;746.00;581.94;15.97;34.03;35.42;9.72;4.86
11002506;EEEFM MARECHAL CASTELO BRANCO;RO;Porto Velho;Estadual;Urbana;67;De 61 a 90 alunos;62;92.54;0;De 60% a 80%;Médio Alto;Maior que 50%;61.70;55.60;24.00;20.40;638.67;562.90;14.52;45.16;33.87;4.84;1.61
11002549;EEEFM RIO BRANCO;RO;Porto Velho;Estadual;Urbana;41;De 31 a 60 alunos;35;85.37;0;De 60% a 80%;Médio Alto;Maior que 50%;65.90;39.50;60.20;0.30;557.33;533.14;31.43;42.86;22.86;2.86;0.00
11001305;EEEFM JORGE TEIXEIRA DE OLIVEIRA;RO;Porto Velho;Estadual;Urbana;31;De 31 a 60 alunos;17;54.84;0;80% ou mais;Médio;Maior que 50%;64.10;55.20;24.10;20.70;;508.24;47.06;17.65;29.41;5.88;0.00
11002468;EEEFM BARAO DO SOLIMOES;RO;Porto Velho;Estadual;Urbana;41;De 31 a 60 alunos;38;92.68;1;De 60% a 80%;Médio Alto;Até 50%;34.30;82.80;17.20;0.00;616.00;580.00;26.32;36.84;18.42;10.53;7.89
11049073;COLEGIO OBJETIVO MAIS;RO;Porto Velho;Privada;Urbana;17;De 1 a 30 alunos;17;100.00;0;Menos de 20%;Muito alto;Maior que 50%;72.70;100.00;0.00;0.00;;820.00;0.00;0.00;17.65;11.76;70.59
11002123;EEEFM RISOLETA NEVES;RO;Porto Velho;Estadual;Urbana;95;Maior que 90 alunos;70;73.68;0;De 40% a 60%;Médio;Maior que 50%;63.80;58.50;18.70;22.80;614.67;522.00;37.14;41.43;14.29;5.71;1.43
